Ano;Sigla;IGC (Contínuo);IGC (Faixa)
2021;UFRRJ;3506472556;4
2021;UFRRJ;313265412;4
2021;UFRRJ;3883235013;4
2021;UFRRJ;336759351;4
2021;UFRRJ;2622672816;3
2021;UFRRJ;3509478483;4
2021;UFRRJ;2997071468;4
2021;UFRRJ;3612885813;4
2021;UFRRJ;334620836;4
2021;UFRRJ;3273782929;4
2021;UFRRJ;3236517674;4
2021;UFRRJ;3553983939;4
2021;UFRRJ;2863039275;3
2021;UFRRJ;2849506487;3
2021;UFRRJ;3512451573;4
2021;UFRRJ;3906819271;4
2021;UFRRJ;2887219177;3
2021;UFRRJ;4027566597;5
2021;UFRRJ;3508512042;4
2021;UFRRJ;3089183416;4
2021;UFRRJ;3611112844;4
2021;UFRRJ;2923411951;3
2021;UFRRJ;2695885804;3
2021;UFRRJ;2661805133;3
2021;UFRRJ;3027673073;4
2021;UFRRJ;3324348627;4
2021;UFRRJ;3722787753;4
2021;UFRRJ;3831764174;4
2021;UFRRJ;3126550894;4
2021;UFRRJ;3189843941;4
2021;UFRRJ;2837679013;3
2021;UFRRJ;3997807128;5
2021;UFRRJ;2965590173;4
2021;UFRRJ;3490974306;4
2021;UFRRJ;400329495;5
2021;UFRRJ;4076238557;5
2021;UFRRJ;2641762914;3
2021;UFRRJ;3307692363;4
2021;UFRRJ;3512507192;4
2021;UFRRJ;2850843609;3
2021;UFRRJ;2927776053;3
2021;UFRRJ;3291531494;4
2021;UFRRJ;2960656557;4
2021;UFRRJ;2856866334;3
2021;UFRRJ;414065135;5
2021;UFRRJ;2403153013;3
2021;UFRRJ;2988914465;4
2021;UFRRJ;2328300919;3
2021;UFRRJ;2536784039;3
2021;UFRRJ;2245888744;3
2021;UFRRJ;3017890085;4
2021;UFRRJ;3222894241;4
2021;UFRRJ;3278240164;4
2021;UFRRJ;3491957869;4
2021;UFRRJ;2825584097;3
2021;UFRRJ;2210827218;3
2021;UFRRJ;3335696579;4
2021;UFRRJ;2940779387;3
2021;UFRRJ;;
2021;UFRRJ;3373048788;4
2021;UFRRJ;293390235;3
2021;UFRRJ;2496716327;3
2021;UFRRJ;3573005406;4
2021;UFRRJ;4165353459;5
2021;UFRRJ;3488239617;4
2021;UFRRJ;3941658713;4
2021;UFRRJ;335249821;4
2021;UFRRJ;3441288643;4
2021;UFRRJ;2732657196;3
2021;UFRRJ;3225937454;4
2021;UFRRJ;4081073545;5
2021;UFRRJ;3102641944;4
2021;UFS;2403153013;3
2021;UFS;405079264;5
2021;UFS;2940779387;3
2021;UFS;3441288643;4
2021;UFS;3941658713;4
2021;UFS;3612885813;4
2021;UFS;2661805133;3
2021;UFS;414065135;5
2021;UFS;2845015305;3
2021;UFS;2960656557;4
2021;UFS;306536013;4
2021;UFS;3373048788;4
2021;UFS;293390235;3
2021;UFS;3292811579;4
2021;UFS;3189843941;4
2021;UFS;2825584097;3
2021;UFS;3611112844;4
2021;UFS;2536784039;3
2021;UFS;3553983939;4
2021;UFS;2245888744;3
2021;UFS;2688384493;3
2021;UFS;3509478483;4
2021;UFS;3573005406;4
2021;UFS;3512507192;4
2021;UFS;3307692363;4
2021;UFS;3335696579;4
2021;UFS;2328300919;3
2021;UFS;313265412;4
2021;UFS;3291531494;4
2021;UFS;3576490485;4
2021;UFS;3997807128;5
2021;UFS;3017890085;4
2021;UFS;3126550894;4
2021;UFS;3089183416;4
2021;UFS;2641762914;3
2021;UFS;3390293399;4
2021;UFS;2890119389;3
2021;UFS;3278240164;4
2021;UFS;3708137018;4
2021;UFS;3048186625;4
2021;UFS;;
2021;UFS;2732657196;3
2021;UFS;3729463207;4
2021;UFS;2835568588;3
2021;UFS;3549260646;4
2021;UFS;3846247682;4
2021;UFS;2863039275;3
2021;UFS;3883235013;4
2021;UFS;3114109;4
2021;UFS;3906819271;4
2021;UFS;3488239617;4
2021;UFS;2496716327;3
2021;UFS;3027673073;4
2021;UFS;3506472556;4
2021;UFS;2849506487;3
2021;UFS;3491957869;4
2021;UFS;4027566597;5
2021;UFS;3722787753;4
2021;UFS;3512451573;4
2021;UFS;3324348627;4
2021;UFS;3234727942;4
2021;UFS;3273782929;4
2021;UFS;4302484121;5
2021;UFS;3236517674;4
2021;UFS;3377704888;4
2021;UFS;4076238557;5
2021;UFS;2849209604;3
2021;UFS;2988914465;4
2021;UFS;2923411951;3
2021;UFS;3051728893;4
2021;UFS;2430536858;3
2021;UFS;2622672816;3
2021;UFS;4058092028;5
2021;UFS;335249821;4
2021;UFS;3506946459;4
2021;UFS;3266043925;4
2021;UFS;2856866334;3
2021;UFS;2492294448;3
2021;UFS;4081073545;5
2021;UFS;356986275;4
2021;UFS;2695885804;3
2021;UFS;336759351;4
2021;UFS;3490974306;4
2021;UFS;2210827218;3
2021;UFS;400329495;5
2021;UFS;3102641944;4
2021;UFS;2887219177;3
2021;UFS;2927776053;3
2021;UFS;2997071468;4
2021;UFS;4123139024;5
2021;UFS;3225937454;4
2021;UFS;2850843609;3
2021;UFS;3222894241;4
2021;UFS;3508512042;4
2021;UFS;3620471285;4
2021;UFS;3831764174;4
2021;UFS;334620836;4
2021;UFS;4165353459;5
2021;UFS;3042680337;4
2021;UFS;3324683138;4
2021;UFS;4300489861;5
2021;UFS;2837679013;3
2021;UFS;2339542225;3
2021;UFS;2965590173;4
2021;UFSB;2849209604;3
2021;UFSB;3509478483;4
2021;UFSB;400329495;5
2021;UFSB;3508512042;4
2021;UFSB;2688384493;3
2021;UFSB;306536013;4
2021;UFSB;3089183416;4
2021;UFSB;3236517674;4
2021;UFSB;336759351;4
2021;UFSB;3576490485;4
2021;UFSB;3441288643;4
2021;UFSB;3225937454;4
2021;UFSB;3620471285;4
2021;UFSB;414065135;5
2021;UFSB;2845015305;3
2021;UFSB;2960656557;4
2021;UFSB;2923411951;3
2021;UFSB;3234727942;4
2021;UFSB;3846247682;4
2021;UFSB;3612885813;4
2021;UFSB;3051728893;4
2021;UFSB;2430536858;3
2021;UFSB;335249821;4
2021;UFSB;2887219177;3
2021;UFSB;3273782929;4
2021;UFSB;3222894241;4
2021;UFSB;3488239617;4
2021;UFSB;2849506487;3
2021;UFSB;2328300919;3
2021;UFSB;2732657196;3
2021;UFSB;334620836;4
2021;UFSB;3729463207;4
2021;UFSB;3906819271;4
2021;UFSB;313265412;4
2021;UFSB;2496716327;3
2021;UFSB;3831764174;4
2021;UFSB;2536784039;3
2021;UFSB;2850843609;3
2021;UFSB;3611112844;4
2021;UFSB;293390235;3
2021;UFSB;405079264;5
2021;UFSB;3292811579;4
2021;UFSB;3722787753;4
2021;UFSB;2890119389;3
2021;UFSB;3335696579;4
2021;UFSB;4300489861;5
2021;UFSB;4165353459;5
2021;UFSB;3390293399;4
2021;UFSB;2245888744;3
2021;UFSB;4123139024;5
2021;UFSB;2835568588;3
2021;UFSB;4027566597;5
2021;UFSB;3027673073;4
2021;UFSB;3042680337;4
2021;UFSB;3324348627;4
2021;UFSB;4076238557;5
2021;UFSB;3189843941;4
2021;UFSB;3883235013;4
2021;UFSB;2940779387;3
2021;UFSB;4302484121;5
2021;UFSB;3708137018;4
2021;UFSB;2825584097;3
2021;UFSB;356986275;4
2021;UFSB;;
2021;UFSB;3941658713;4
2021;UFSB;3017890085;4
2021;UFSB;3997807128;5
2021;UFSB;3048186625;4
2021;UFSB;2927776053;3
2021;UFSB;2641762914;3
2021;UFSB;2997071468;4
2021;UFSB;3506472556;4
2021;UFSB;3291531494;4
2021;UFSB;2965590173;4
2021;UFSB;2695885804;3
2021;UFSB;2492294448;3
2021;UFSB;3114109;4
2021;UFSB;2837679013;3
2021;UFSB;2856866334;3
2021;UFSB;2661805133;3
2021;UFSB;2988914465;4
2021;UFSB;3373048788;4
2021;UFSB;3490974306;4
2021;UFSB;2210827218;3
2021;UFSB;3266043925;4
2021;UFSB;3573005406;4
2021;UFSB;3506946459;4
2021;UFSB;4058092028;5
2021;UFSB;3491957869;4
2021;UFSB;3102641944;4
2021;UFSB;3324683138;4
2021;UFSB;3553983939;4
2021;UFSB;3512507192;4
2021;UFSB;2622672816;3
2021;UFSB;3549260646;4
2021;UFSB;3377704888;4
2021;UFSB;3307692363;4
2021;UFSB;4081073545;5
2021;UFSB;3278240164;4
2021;UFSB;3126550894;4
2021;UFSB;2863039275;3
2021;UFSB;2339542225;3
2021;UFSB;2403153013;3
2021;UFSB;3512451573;4
2021;UFSC;3612885813;4
2021;UFSC;3441288643;4
2021;UFSC;4165353459;5
2021;UFSC;2695885804;3
2021;UFSC;2403153013;3
2021;UFSC;2849209604;3
2021;UFSC;3126550894;4
2021;UFSC;3508512042;4
2021;UFSC;3490974306;4
2021;UFSC;3324348627;4
2021;UFSC;2210827218;3
2021;UFSC;3225937454;4
2021;UFSC;4123139024;5
2021;UFSC;2245888744;3
2021;UFSC;3620471285;4
2021;UFSC;3089183416;4
2021;UFSC;2850843609;3
2021;UFSC;3278240164;4
2021;UFSC;3042680337;4
2021;UFSC;2887219177;3
2021;UFSC;3189843941;4
2021;UFSC;2940779387;3
2021;UFSC;2890119389;3
2021;UFSC;3729463207;4
2021;UFSC;2825584097;3
2021;UFSC;400329495;5
2021;UFSC;3373048788;4
2021;UFSC;3324683138;4
2021;UFSC;2661805133;3
2021;UFSC;334620836;4
2021;UFSC;3509478483;4
2021;UFSC;3831764174;4
2021;UFSC;3997807128;5
2021;UFSC;2641762914;3
2021;UFSC;3291531494;4
2021;UFSC;3512507192;4
2021;UFSC;2732657196;3
2021;UFSC;2688384493;3
2021;UFSC;3573005406;4
2021;UFSC;4300489861;5
2021;UFSC;3236517674;4
2021;UFSC;3708137018;4
2021;UFSC;3549260646;4
2021;UFSC;3512451573;4
2021;UFSC;3722787753;4
2021;UFSC;2997071468;4
2021;UFSC;3027673073;4
2021;UFSC;3906819271;4
2021;UFSC;2835568588;3
2021;UFSC;2430536858;3
2021;UFSC;3051728893;4
2021;UFSC;4058092028;5
2021;UFSC;4081073545;5
2021;UFSC;4302484121;5
2021;UFSC;3491957869;4
2021;UFSC;3883235013;4
2021;UFSC;2837679013;3
2021;UFSC;306536013;4
2021;UFSC;405079264;5
2021;UFSC;3553983939;4
2021;UFSC;3048186625;4
2021;UFSC;335249821;4
2021;UFSC;2923411951;3
2021;UFSC;3292811579;4
2021;UFSC;3390293399;4
2021;UFSC;2339542225;3
2021;UFSC;3576490485;4
2021;UFSC;3506946459;4
2021;UFSC;356986275;4
2021;UFSC;3846247682;4
2021;UFSC;2492294448;3
2021;UFSC;3114109;4
2021;UFSC;;
2021;UFSC;3017890085;4
2021;UFSC;313265412;4
2021;UFSC;2856866334;3
2021;UFSC;336759351;4
2021;UFSC;2622672816;3
2021;UFSC;3611112844;4
2021;UFSC;2927776053;3
2021;UFSC;3377704888;4
2021;UFSC;3234727942;4
2021;UFSC;3266043925;4
2021;UFSC;2849506487;3
2021;UFSC;4027566597;5
2021;UFSC;2496716327;3
2021;UFSC;3307692363;4
2021;UFSC;2845015305;3
2021;UFSC;414065135;5
2021;UFSC;3273782929;4
2021;UFSC;2988914465;4
2021;UFSC;3488239617;4
2021;UFSC;3222894241;4
2021;UFSC;293390235;3
2021;UFSC;3941658713;4
2021;UFSC;2863039275;3
2021;UFSC;2960656557;4
2021;UFSC;2965590173;4
2021;UFSC;4076238557;5
2021;UFSC;3102641944;4
2021;UFSC;3506472556;4
2021;UFSC;2328300919;3
2021;UFSC;3335696579;4
2021;UFSC;2536784039;3
2021;UFSCar;3307692363;4
2021;UFSCar;3234727942;4
2021;UFSCar;3017890085;4
2021;UFSCar;2825584097;3
2021;UFSCar;3236517674;4
2021;UFSCar;414065135;5
2021;UFSCar;3189843941;4
2021;UFSCar;2403153013;3
2021;UFSCar;3373048788;4
2021;UFSCar;3722787753;4
2021;UFSCar;4076238557;5
2021;UFSCar;2661805133;3
2021;UFSCar;3612885813;4
2021;UFSCar;3512451573;4
2021;UFSCar;2940779387;3
2021;UFSCar;4081073545;5
2021;UFSCar;4027566597;5
2021;UFSCar;2622672816;3
2021;UFSCar;3611112844;4
2021;UFSCar;2845015305;3
2021;UFSCar;334620836;4
2021;UFSCar;3273782929;4
2021;UFSCar;3027673073;4
2021;UFSCar;2960656557;4
2021;UFSCar;3324683138;4
2021;UFSCar;2863039275;3
2021;UFSCar;3042680337;4
2021;UFSCar;4058092028;5
2021;UFSCar;2849506487;3
2021;UFSCar;2688384493;3
2021;UFSCar;2850843609;3
2021;UFSCar;4165353459;5
2021;UFSCar;3553983939;4
2021;UFSCar;3126550894;4
2021;UFSCar;3225937454;4
2021;UFSCar;3906819271;4
2021;UFSCar;3508512042;4
2021;UFSCar;2496716327;3
2021;UFSCar;4123139024;5
2021;UFSCar;400329495;5
2021;UFSCar;3883235013;4
2021;UFSCar;3490974306;4
2021;UFSCar;2210827218;3
2021;UFSCar;2835568588;3
2021;UFSCar;2732657196;3
2021;UFSCar;3266043925;4
2021;UFSCar;3102641944;4
2021;UFSCar;2695885804;3
2021;UFSCar;306536013;4
2021;UFSCar;2988914465;4
2021;UFSCar;;
2021;UFSCar;3051728893;4
2021;UFSCar;4302484121;5
2021;UFSCar;3549260646;4
2021;UFSCar;293390235;3
2021;UFSCar;3729463207;4
2021;UFSCar;2965590173;4
2021;UFSCar;3089183416;4
2021;UFSCar;2430536858;3
2021;UFSCar;2887219177;3
2021;UFSCar;3831764174;4
2021;UFSCar;3708137018;4
2021;UFSCar;3491957869;4
2021;UFSCar;2245888744;3
2021;UFSCar;3941658713;4
2021;UFSCar;3441288643;4
2021;UFSCar;2536784039;3
2021;UFSCar;3512507192;4
2021;UFSCar;2492294448;3
2021;UFSCar;2927776053;3
2021;UFSCar;2890119389;3
2021;UFSCar;3114109;4
2021;UFSCar;3292811579;4
2021;UFSCar;2641762914;3
2021;UFSCar;3506946459;4
2021;UFSCar;2837679013;3
2021;UFSCar;313265412;4
2021;UFSCar;2339542225;3
2021;UFSCar;3997807128;5
2021;UFSCar;3222894241;4
2021;UFSCar;3620471285;4
2021;UFSCar;3576490485;4
2021;UFSCar;3846247682;4
2021;UFSCar;3506472556;4
2021;UFSCar;3573005406;4
2021;UFSCar;3335696579;4
2021;UFSCar;3048186625;4
2021;UFSCar;3278240164;4
2021;UFSCar;3291531494;4
2021;UFSCar;2328300919;3
2021;UFSCar;3390293399;4
2021;UFSCar;2849209604;3
2021;UFSCar;336759351;4
2021;UFSCar;3324348627;4
2021;UFSCar;335249821;4
2021;UFSCar;3377704888;4
2021;UFSCar;2856866334;3
2021;UFSCar;356986275;4
2021;UFSCar;405079264;5
2021;UFSCar;4300489861;5
2021;UFSCar;3488239617;4
2021;UFSCar;2997071468;4
2021;UFSCar;3509478483;4
2021;UFSCar;2923411951;3
2021;UFSJ;2496716327;3
2021;UFSJ;3017890085;4
2021;UFSJ;4076238557;5
2021;UFSJ;3491957869;4
2021;UFSJ;3611112844;4
2021;UFSJ;2328300919;3
2021;UFSJ;2536784039;3
2021;UFSJ;2927776053;3
2021;UFSJ;306536013;4
2021;UFSJ;2856866334;3
2021;UFSJ;2837679013;3
2021;UFSJ;4081073545;5
2021;UFSJ;2622672816;3
2021;UFSJ;336759351;4
2021;UFSJ;3051728893;4
2021;UFSJ;4058092028;5
2021;UFSJ;3335696579;4
2021;UFSJ;2430536858;3
2021;UFSJ;3266043925;4
2021;UFSJ;3222894241;4
2021;UFSJ;2997071468;4
2021;UFSJ;3377704888;4
2021;UFSJ;2688384493;3
2021;UFSJ;4302484121;5
2021;UFSJ;2887219177;3
2021;UFSJ;3234727942;4
2021;UFSJ;3722787753;4
2021;UFSJ;3027673073;4
2021;UFSJ;3512451573;4
2021;UFSJ;4027566597;5
2021;UFSJ;3553983939;4
2021;UFSJ;3508512042;4
2021;UFSJ;3236517674;4
2021;UFSJ;2849506487;3
2021;UFSJ;2835568588;3
2021;UFSJ;3906819271;4
2021;UFSJ;3883235013;4
2021;UFSJ;;
2021;UFSJ;3549260646;4
2021;UFSJ;313265412;4
2021;UFSJ;2845015305;3
2021;UFSJ;3708137018;4
2021;UFSJ;3729463207;4
2021;UFSJ;2695885804;3
2021;UFSJ;3126550894;4
2021;UFSJ;2890119389;3
2021;UFSJ;3573005406;4
2021;UFSJ;2863039275;3
2021;UFSJ;3997807128;5
2021;UFSJ;3291531494;4
2021;UFSJ;2641762914;3
2021;UFSJ;3488239617;4
2021;UFSJ;3509478483;4
2021;UFSJ;414065135;5
2021;UFSJ;2825584097;3
2021;UFSJ;2849209604;3
2021;UFSJ;3373048788;4
2021;UFSJ;2661805133;3
2021;UFSJ;3612885813;4
2021;UFSJ;4165353459;5
2021;UFSJ;334620836;4
2021;UFSJ;2732657196;3
2021;UFSJ;2940779387;3
2021;UFSJ;3620471285;4
2021;UFSJ;3506472556;4
2021;UFSJ;3324683138;4
2021;UFSJ;3189843941;4
2021;UFSJ;3042680337;4
2021;UFSJ;2403153013;3
2021;UFSJ;3324348627;4
2021;UFSJ;2850843609;3
2021;UFSJ;3225937454;4
2021;UFSJ;400329495;5
2021;UFSJ;2960656557;4
2021;UFSJ;4123139024;5
2021;UFSJ;3490974306;4
2021;UFSJ;3307692363;4
2021;UFSJ;293390235;3
2021;UFSJ;3102641944;4
2021;UFSJ;2988914465;4
2021;UFSJ;3089183416;4
2021;UFSJ;3941658713;4
2021;UFSJ;2210827218;3
2021;UFSJ;2965590173;4
2021;UFSJ;2245888744;3
2021;UFSJ;3831764174;4
2021;UFSJ;3278240164;4
2021;UFSJ;3441288643;4
2021;UFSJ;3114109;4
2021;UFSJ;3506946459;4
2021;UFSJ;3292811579;4
2021;UFSJ;3576490485;4
2021;UFSJ;3846247682;4
2021;UFSJ;3512507192;4
2021;UFSJ;2339542225;3
2021;UFSJ;3048186625;4
2021;UFSJ;3390293399;4
2021;UFSJ;3273782929;4
2021;UFSJ;335249821;4
2021;UFSJ;2923411951;3
2021;UFSJ;356986275;4
2021;UFSJ;405079264;5
2021;UFSJ;4300489861;5
2021;UFSJ;2492294448;3
2021;UFSM;4165353459;5
2021;UFSM;3620471285;4
2021;UFSM;2960656557;4
2021;UFSM;414065135;5
2021;UFSM;2849506487;3
2021;UFSM;3266043925;4
2021;UFSM;2845015305;3
2021;UFSM;313265412;4
2021;UFSM;;
2021;UFSM;3506946459;4
2021;UFSM;3390293399;4
2021;UFSM;335249821;4
2021;UFSM;3491957869;4
2021;UFSM;3883235013;4
2021;UFSM;4081073545;5
2021;UFSM;3027673073;4
2021;UFSM;3722787753;4
2021;UFSM;4300489861;5
2021;UFSM;3512507192;4
2021;UFSM;2641762914;3
2021;UFSM;2661805133;3
2021;UFSM;3612885813;4
2021;UFSM;2940779387;3
2021;UFSM;2245888744;3
2021;UFSM;3324348627;4
2021;UFSM;3508512042;4
2021;UFSM;3335696579;4
2021;UFSM;2536784039;3
2021;UFSM;2965590173;4
2021;UFSM;2328300919;3
2021;UFSM;2695885804;3
2021;UFSM;3490974306;4
2021;UFSM;3089183416;4
2021;UFSM;3729463207;4
2021;UFSM;3324683138;4
2021;UFSM;2890119389;3
2021;UFSM;3291531494;4
2021;UFSM;3549260646;4
2021;UFSM;2997071468;4
2021;UFSM;2430536858;3
2021;UFSM;4302484121;5
2021;UFSM;405079264;5
2021;UFSM;2923411951;3
2021;UFSM;3846247682;4
2021;UFSM;3611112844;4
2021;UFSM;3377704888;4
2021;UFSM;3307692363;4
2021;UFSM;3488239617;4
2021;UFSM;2988914465;4
2021;UFSM;3941658713;4
2021;UFSM;3553983939;4
2021;UFSM;2732657196;3
2021;UFSM;2887219177;3
2021;UFSM;2492294448;3
2021;UFSM;2688384493;3
2021;UFSM;293390235;3
2021;UFSM;4027566597;5
2021;UFSM;3234727942;4
2021;UFSM;2622672816;3
2021;UFSM;3017890085;4
2021;UFSM;356986275;4
2021;UFSM;3576490485;4
2021;UFSM;3292811579;4
2021;UFSM;2837679013;3
2021;UFSM;3051728893;4
2021;UFSM;336759351;4
2021;UFSM;3512451573;4
2021;UFSM;3708137018;4
2021;UFSM;3997807128;5
2021;UFSM;334620836;4
2021;UFSM;400329495;5
2021;UFSM;3042680337;4
2021;UFSM;3278240164;4
2021;UFSM;2210827218;3
2021;UFSM;2849209604;3
2021;UFSM;3441288643;4
2021;UFSM;4076238557;5
2021;UFSM;3506472556;4
2021;UFSM;2403153013;3
2021;UFSM;3126550894;4
2021;UFSM;4123139024;5
2021;UFSM;3225937454;4
2021;UFSM;2850843609;3
2021;UFSM;3189843941;4
2021;UFSM;2825584097;3
2021;UFSM;3373048788;4
2021;UFSM;3509478483;4
2021;UFSM;3573005406;4
2021;UFSM;3236517674;4
2021;UFSM;3906819271;4
2021;UFSM;3831764174;4
2021;UFSM;2835568588;3
2021;UFSM;4058092028;5
2021;UFSM;306536013;4
2021;UFSM;3048186625;4
2021;UFSM;2339542225;3
2021;UFSM;3114109;4
2021;UFSM;2856866334;3
2021;UFSM;2927776053;3
2021;UFSM;2496716327;3
2021;UFSM;3222894241;4
2021;UFSM;2863039275;3
2021;UFSM;3102641944;4
2021;UFSM;3273782929;4
2021;UFT;3377704888;4
2021;UFT;3048186625;4
2021;UFT;3335696579;4
2021;UFT;356986275;4
2021;UFT;3491957869;4
2021;UFT;3846247682;4
2021;UFT;3441288643;4
2021;UFT;3222894241;4
2021;UFT;4123139024;5
2021;UFT;2849506487;3
2021;UFT;2732657196;3
2021;UFT;3512451573;4
2021;UFT;2328300919;3
2021;UFT;2845015305;3
2021;UFT;2837679013;3
2021;UFT;3506472556;4
2021;UFT;3278240164;4
2021;UFT;3941658713;4
2021;UFT;4081073545;5
2021;UFT;2940779387;3
2021;UFT;2890119389;3
2021;UFT;3307692363;4
2021;UFT;2536784039;3
2021;UFT;2339542225;3
2021;UFT;2849209604;3
2021;UFT;3292811579;4
2021;UFT;3089183416;4
2021;UFT;2965590173;4
2021;UFT;3373048788;4
2021;UFT;3883235013;4
2021;UFT;2661805133;3
2021;UFT;2825584097;3
2021;UFT;3611112844;4
2021;UFT;2856866334;3
2021;UFT;3027673073;4
2021;UFT;3042680337;4
2021;UFT;4058092028;5
2021;UFT;3620471285;4
2021;UFT;3126550894;4
2021;UFT;336759351;4
2021;UFT;2850843609;3
2021;UFT;3729463207;4
2021;UFT;3490974306;4
2021;UFT;2960656557;4
2021;UFT;3114109;4
2021;UFT;3906819271;4
2021;UFT;2835568588;3
2021;UFT;3831764174;4
2021;UFT;2863039275;3
2021;UFT;3273782929;4
2021;UFT;2210827218;3
2021;UFT;2622672816;3
2021;UFT;3722787753;4
2021;UFT;3508512042;4
2021;UFT;2923411951;3
2021;UFT;2927776053;3
2021;UFT;2695885804;3
2021;UFT;2430536858;3
2021;UFT;3189843941;4
2021;UFT;3708137018;4
2021;UFT;2403153013;3
2021;UFT;3512507192;4
2021;UFT;3236517674;4
2021;UFT;2997071468;4
2021;UFT;3488239617;4
2021;UFT;4302484121;5
2021;UFT;3612885813;4
2021;UFT;4165353459;5
2021;UFT;3225937454;4
2021;UFT;2492294448;3
2021;UFT;414065135;5
2021;UFT;313265412;4
2021;UFT;405079264;5
2021;UFT;293390235;3
2021;UFT;2887219177;3
2021;UFT;3573005406;4
2021;UFT;334620836;4
2021;UFT;4076238557;5
2021;UFT;;
2021;UFT;3576490485;4
2021;UFT;2245888744;3
2021;UFT;335249821;4
2021;UFT;3291531494;4
2021;UFT;3549260646;4
2021;UFT;3997807128;5
2021;UFT;3324348627;4
2021;UFT;2688384493;3
2021;UFT;400329495;5
2021;UFT;3324683138;4
2021;UFT;2496716327;3
2021;UFT;4027566597;5
2021;UFT;3266043925;4
2021;UFT;4300489861;5
2021;UFT;3553983939;4
2021;UFT;306536013;4
2021;UFT;2988914465;4
2021;UFT;3102641944;4
2021;UFT;3390293399;4
2021;UFT;3051728893;4
2021;UFT;3017890085;4
2021;UFT;2641762914;3
2021;UFT;3509478483;4
2021;UFT;3506946459;4
2021;UFT;3234727942;4
2021;UFTM;3490974306;4
2021;UFTM;2430536858;3
2021;UFTM;3225937454;4
2021;UFTM;3051728893;4
2021;UFTM;2856866334;3
2021;UFTM;405079264;5
2021;UFTM;2688384493;3
2021;UFTM;4302484121;5
2021;UFTM;2837679013;3
2021;UFTM;313265412;4
2021;UFTM;3114109;4
2021;UFTM;4123139024;5
2021;UFTM;3189843941;4
2021;UFTM;3373048788;4
2021;UFTM;3488239617;4
2021;UFTM;2641762914;3
2021;UFTM;3508512042;4
2021;UFTM;3126550894;4
2021;UFTM;2940779387;3
2021;UFTM;3612885813;4
2021;UFTM;3512507192;4
2021;UFTM;2732657196;3
2021;UFTM;2825584097;3
2021;UFTM;3573005406;4
2021;UFTM;2403153013;3
2021;UFTM;3236517674;4
2021;UFTM;2536784039;3
2021;UFTM;4300489861;5
2021;UFTM;4165353459;5
2021;UFTM;4076238557;5
2021;UFTM;2661805133;3
2021;UFTM;3941658713;4
2021;UFTM;2887219177;3
2021;UFTM;3831764174;4
2021;UFTM;2850843609;3
2021;UFTM;3266043925;4
2021;UFTM;2328300919;3
2021;UFTM;3491957869;4
2021;UFTM;3234727942;4
2021;UFTM;4027566597;5
2021;UFTM;3441288643;4
2021;UFTM;2245888744;3
2021;UFTM;336759351;4
2021;UFTM;2988914465;4
2021;UFTM;2965590173;4
2021;UFTM;3027673073;4
2021;UFTM;2849209604;3
2021;UFTM;2960656557;4
2021;UFTM;3906819271;4
2021;UFTM;3620471285;4
2021;UFTM;3307692363;4
2021;UFTM;3722787753;4
2021;UFTM;2835568588;3
2021;UFTM;3377704888;4
2021;UFTM;2863039275;3
2021;UFTM;2695885804;3
2021;UFTM;2210827218;3
2021;UFTM;3611112844;4
2021;UFTM;4081073545;5
2021;UFTM;2622672816;3
2021;UFTM;3883235013;4
2021;UFTM;3042680337;4
2021;UFTM;3729463207;4
2021;UFTM;3278240164;4
2021;UFTM;3222894241;4
2021;UFTM;293390235;3
2021;UFTM;2890119389;3
2021;UFTM;3390293399;4
2021;UFTM;3017890085;4
2021;UFTM;306536013;4
2021;UFTM;2845015305;3
2021;UFTM;3324683138;4
2021;UFTM;3048186625;4
2021;UFTM;400329495;5
2021;UFTM;414065135;5
2021;UFTM;3102641944;4
2021;UFTM;3553983939;4
2021;UFTM;356986275;4
2021;UFTM;335249821;4
2021;UFTM;3997807128;5
2021;UFTM;2496716327;3
2021;UFTM;3291531494;4
2021;UFTM;334620836;4
2021;UFTM;3335696579;4
2021;UFTM;3506472556;4
2021;UFTM;3576490485;4
2021;UFTM;3089183416;4
2021;UFTM;3846247682;4
2021;UFTM;3273782929;4
2021;UFTM;4058092028;5
2021;UFTM;3509478483;4
2021;UFTM;3324348627;4
2021;UFTM;2339542225;3
2021;UFTM;2923411951;3
2021;UFTM;2492294448;3
2021;UFTM;3549260646;4
2021;UFTM;3512451573;4
2021;UFTM;3292811579;4
2021;UFTM;3506946459;4
2021;UFTM;3708137018;4
2021;UFTM;2997071468;4
2021;UFTM;2849506487;3
2021;UFTM;;
2021;UFTM;2927776053;3
2021;UFU;3324348627;4
2021;UFU;3324683138;4
2021;UFU;3906819271;4
2021;UFU;3506472556;4
2021;UFU;334620836;4
2021;UFU;2960656557;4
2021;UFU;2492294448;3
2021;UFU;414065135;5
2021;UFU;2328300919;3
2021;UFU;3553983939;4
2021;UFU;4300489861;5
2021;UFU;3051728893;4
2021;UFU;4076238557;5
2021;UFU;3620471285;4
2021;UFU;3126550894;4
2021;UFU;3508512042;4
2021;UFU;2688384493;3
2021;UFU;2845015305;3
2021;UFU;3883235013;4
2021;UFU;3509478483;4
2021;UFU;2965590173;4
2021;UFU;3506946459;4
2021;UFU;2732657196;3
2021;UFU;3292811579;4
2021;UFU;2863039275;3
2021;UFU;4123139024;5
2021;UFU;335249821;4
2021;UFU;2887219177;3
2021;UFU;2849506487;3
