Ano;nomeUnidadeRecente;Área de Avaliação;CPC (Faixa)
2021;Campus Salinas;FARMÁCIA;3
2021;Campus Salinas;FARMÁCIA;4
2021;Campus Salinas;FISIOTERAPIA;3
2021;Campus Salinas;FISIOTERAPIA;4
2021;Campus Salinas;FISIOTERAPIA;5
2021;Campus Salinas;FONOAUDIOLOGIA;3
2021;Campus Salinas;FONOAUDIOLOGIA;4
2021;Campus Salinas;MEDICINA;2
2021;Campus Salinas;MEDICINA;3
2021;Campus Salinas;MEDICINA;4
2021;Campus Salinas;MEDICINA VETERINÁRIA;2
2021;Campus Salinas;MEDICINA VETERINÁRIA;3
2021;Campus Salinas;MEDICINA VETERINÁRIA;4
2021;Campus Salinas;MEDICINA VETERINÁRIA;5
2021;Campus Salinas;NUTRIÇÃO;3
2021;Campus Salinas;NUTRIÇÃO;4
2021;Campus Salinas;NUTRIÇÃO;5
2021;Campus Salinas;ODONTOLOGIA;3
2021;Campus Salinas;ODONTOLOGIA;4
2021;Campus Salinas;ODONTOLOGIA;5
2021;Campus Salinas;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Salinas;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Salinas;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Salinas;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Salinas;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Salinas;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Salinas;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Salinas;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Salinas;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Salinas;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Salinas;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Salinas;ZOOTECNIA;2
2021;Campus Salinas;ZOOTECNIA;3
2021;Campus Salinas;ZOOTECNIA;4
2021;Campus Salinas;ZOOTECNIA;5
2021;Campus Salto;AGRONOMIA;2
2021;Campus Salto;AGRONOMIA;3
2021;Campus Salto;AGRONOMIA;4
2021;Campus Salto;AGRONOMIA;5
2021;Campus Salto;ARQUITETURA E URBANISMO;3
2021;Campus Salto;ARQUITETURA E URBANISMO;4
2021;Campus Salto;ARQUITETURA E URBANISMO;5
2021;Campus Salto;BIOMEDICINA;3
2021;Campus Salto;BIOMEDICINA;4
2021;Campus Salto;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Salto;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Salto;ENFERMAGEM;0
2021;Campus Salto;ENFERMAGEM;3
2021;Campus Salto;ENFERMAGEM;4
2021;Campus Salto;ENFERMAGEM;5
2021;Campus Salto;ENGENHARIA AMBIENTAL;0
2021;Campus Salto;ENGENHARIA AMBIENTAL;3
2021;Campus Salto;ENGENHARIA AMBIENTAL;4
2021;Campus Salto;ENGENHARIA AMBIENTAL;5
2021;Campus Salto;ENGENHARIA CIVIL;3
2021;Campus Salto;ENGENHARIA CIVIL;4
2021;Campus Salto;ENGENHARIA CIVIL;5
2021;Campus Salto;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Salto;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Salto;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Salto;ENGENHARIA DE ALIMENTOS;3
2021;Campus Salto;ENGENHARIA DE ALIMENTOS;4
2021;Campus Salto;ENGENHARIA DE ALIMENTOS;5
2021;Campus Salto;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Salto;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Salto;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Salto;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Salto;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Salto;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Salto;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Salto;ENGENHARIA ELÉTRICA;0
2021;Campus Salto;ENGENHARIA ELÉTRICA;3
2021;Campus Salto;ENGENHARIA ELÉTRICA;4
2021;Campus Salto;ENGENHARIA ELÉTRICA;5
2021;Campus Salto;ENGENHARIA FLORESTAL;2
2021;Campus Salto;ENGENHARIA FLORESTAL;3
2021;Campus Salto;ENGENHARIA FLORESTAL;4
2021;Campus Salto;ENGENHARIA FLORESTAL;5
2021;Campus Salto;ENGENHARIA MECÂNICA;2
2021;Campus Salto;ENGENHARIA MECÂNICA;3
2021;Campus Salto;ENGENHARIA MECÂNICA;4
2021;Campus Salto;ENGENHARIA MECÂNICA;5
2021;Campus Salto;ENGENHARIA QUÍMICA;3
2021;Campus Salto;ENGENHARIA QUÍMICA;4
2021;Campus Salto;ENGENHARIA QUÍMICA;5
2021;Campus Salto;FARMÁCIA;3
2021;Campus Salto;FARMÁCIA;4
2021;Campus Salto;FISIOTERAPIA;3
2021;Campus Salto;FISIOTERAPIA;4
2021;Campus Salto;FISIOTERAPIA;5
2021;Campus Salto;FONOAUDIOLOGIA;3
2021;Campus Salto;FONOAUDIOLOGIA;4
2021;Campus Salto;MEDICINA;2
2021;Campus Salto;MEDICINA;3
2021;Campus Salto;MEDICINA;4
2021;Campus Salto;MEDICINA VETERINÁRIA;2
2021;Campus Salto;MEDICINA VETERINÁRIA;3
2021;Campus Salto;MEDICINA VETERINÁRIA;4
2021;Campus Salto;MEDICINA VETERINÁRIA;5
2021;Campus Salto;NUTRIÇÃO;3
2021;Campus Salto;NUTRIÇÃO;4
2021;Campus Salto;NUTRIÇÃO;5
2021;Campus Salto;ODONTOLOGIA;3
2021;Campus Salto;ODONTOLOGIA;4
2021;Campus Salto;ODONTOLOGIA;5
2021;Campus Salto;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Salto;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Salto;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Salto;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Salto;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Salto;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Salto;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Salto;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Salto;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Salto;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Salto;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Salto;ZOOTECNIA;2
2021;Campus Salto;ZOOTECNIA;3
2021;Campus Salto;ZOOTECNIA;4
2021;Campus Salto;ZOOTECNIA;5
2021;Campus Salvador;AGRONOMIA;2
2021;Campus Salvador;AGRONOMIA;3
2021;Campus Salvador;AGRONOMIA;4
2021;Campus Salvador;AGRONOMIA;5
2021;Campus Salvador;ARQUITETURA E URBANISMO;3
2021;Campus Salvador;ARQUITETURA E URBANISMO;4
2021;Campus Salvador;ARQUITETURA E URBANISMO;5
2021;Campus Salvador;BIOMEDICINA;3
2021;Campus Salvador;BIOMEDICINA;4
2021;Campus Salvador;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Salvador;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Salvador;ENFERMAGEM;0
2021;Campus Salvador;ENFERMAGEM;3
2021;Campus Salvador;ENFERMAGEM;4
2021;Campus Salvador;ENFERMAGEM;5
2021;Campus Salvador;ENGENHARIA AMBIENTAL;0
2021;Campus Salvador;ENGENHARIA AMBIENTAL;3
2021;Campus Salvador;ENGENHARIA AMBIENTAL;4
2021;Campus Salvador;ENGENHARIA AMBIENTAL;5
2021;Campus Salvador;ENGENHARIA CIVIL;3
2021;Campus Salvador;ENGENHARIA CIVIL;4
2021;Campus Salvador;ENGENHARIA CIVIL;5
2021;Campus Salvador;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Salvador;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Salvador;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Salvador;ENGENHARIA DE ALIMENTOS;3
2021;Campus Salvador;ENGENHARIA DE ALIMENTOS;4
2021;Campus Salvador;ENGENHARIA DE ALIMENTOS;5
2021;Campus Salvador;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Salvador;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Salvador;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Salvador;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Salvador;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Salvador;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Salvador;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Salvador;ENGENHARIA ELÉTRICA;0
2021;Campus Salvador;ENGENHARIA ELÉTRICA;3
2021;Campus Salvador;ENGENHARIA ELÉTRICA;4
2021;Campus Salvador;ENGENHARIA ELÉTRICA;5
2021;Campus Salvador;ENGENHARIA FLORESTAL;2
2021;Campus Salvador;ENGENHARIA FLORESTAL;3
2021;Campus Salvador;ENGENHARIA FLORESTAL;4
2021;Campus Salvador;ENGENHARIA FLORESTAL;5
2021;Campus Salvador;ENGENHARIA MECÂNICA;2
2021;Campus Salvador;ENGENHARIA MECÂNICA;3
2021;Campus Salvador;ENGENHARIA MECÂNICA;4
2021;Campus Salvador;ENGENHARIA MECÂNICA;5
2021;Campus Salvador;ENGENHARIA QUÍMICA;3
2021;Campus Salvador;ENGENHARIA QUÍMICA;4
2021;Campus Salvador;ENGENHARIA QUÍMICA;5
2021;Campus Salvador;FARMÁCIA;3
2021;Campus Salvador;FARMÁCIA;4
2021;Campus Salvador;FISIOTERAPIA;3
2021;Campus Salvador;FISIOTERAPIA;4
2021;Campus Salvador;FISIOTERAPIA;5
2021;Campus Salvador;FONOAUDIOLOGIA;3
2021;Campus Salvador;FONOAUDIOLOGIA;4
2021;Campus Salvador;MEDICINA;2
2021;Campus Salvador;MEDICINA;3
2021;Campus Salvador;MEDICINA;4
2021;Campus Salvador;MEDICINA VETERINÁRIA;2
2021;Campus Salvador;MEDICINA VETERINÁRIA;3
2021;Campus Salvador;MEDICINA VETERINÁRIA;4
2021;Campus Salvador;MEDICINA VETERINÁRIA;5
2021;Campus Salvador;NUTRIÇÃO;3
2021;Campus Salvador;NUTRIÇÃO;4
2021;Campus Salvador;NUTRIÇÃO;5
2021;Campus Salvador;ODONTOLOGIA;3
2021;Campus Salvador;ODONTOLOGIA;4
2021;Campus Salvador;ODONTOLOGIA;5
2021;Campus Salvador;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Salvador;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Salvador;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Salvador;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Salvador;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Salvador;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Salvador;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Salvador;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Salvador;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Salvador;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Salvador;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Salvador;ZOOTECNIA;2
2021;Campus Salvador;ZOOTECNIA;3
2021;Campus Salvador;ZOOTECNIA;4
2021;Campus Salvador;ZOOTECNIA;5
2021;Campus Samambaia;AGRONOMIA;2
2021;Campus Samambaia;AGRONOMIA;3
2021;Campus Samambaia;AGRONOMIA;4
2021;Campus Samambaia;AGRONOMIA;5
2021;Campus Samambaia;ARQUITETURA E URBANISMO;3
2021;Campus Samambaia;ARQUITETURA E URBANISMO;4
2021;Campus Samambaia;ARQUITETURA E URBANISMO;5
2021;Campus Samambaia;BIOMEDICINA;3
2021;Campus Samambaia;BIOMEDICINA;4
2021;Campus Samambaia;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Samambaia;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Samambaia;ENFERMAGEM;0
2021;Campus Samambaia;ENFERMAGEM;3
2021;Campus Samambaia;ENFERMAGEM;4
2021;Campus Samambaia;ENFERMAGEM;5
2021;Campus Samambaia;ENGENHARIA AMBIENTAL;0
2021;Campus Samambaia;ENGENHARIA AMBIENTAL;3
2021;Campus Samambaia;ENGENHARIA AMBIENTAL;4
2021;Campus Samambaia;ENGENHARIA AMBIENTAL;5
2021;Campus Samambaia;ENGENHARIA CIVIL;3
2021;Campus Samambaia;ENGENHARIA CIVIL;4
2021;Campus Samambaia;ENGENHARIA CIVIL;5
2021;Campus Samambaia;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Samambaia;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Samambaia;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Samambaia;ENGENHARIA DE ALIMENTOS;3
2021;Campus Samambaia;ENGENHARIA DE ALIMENTOS;4
2021;Campus Samambaia;ENGENHARIA DE ALIMENTOS;5
2021;Campus Samambaia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Samambaia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Samambaia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Samambaia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Samambaia;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Samambaia;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Samambaia;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Samambaia;ENGENHARIA ELÉTRICA;0
2021;Campus Samambaia;ENGENHARIA ELÉTRICA;3
2021;Campus Samambaia;ENGENHARIA ELÉTRICA;4
2021;Campus Samambaia;ENGENHARIA ELÉTRICA;5
2021;Campus Samambaia;ENGENHARIA FLORESTAL;2
2021;Campus Samambaia;ENGENHARIA FLORESTAL;3
2021;Campus Samambaia;ENGENHARIA FLORESTAL;4
2021;Campus Samambaia;ENGENHARIA FLORESTAL;5
2021;Campus Samambaia;ENGENHARIA MECÂNICA;2
2021;Campus Samambaia;ENGENHARIA MECÂNICA;3
2021;Campus Samambaia;ENGENHARIA MECÂNICA;4
2021;Campus Samambaia;ENGENHARIA MECÂNICA;5
2021;Campus Samambaia;ENGENHARIA QUÍMICA;3
2021;Campus Samambaia;ENGENHARIA QUÍMICA;4
2021;Campus Samambaia;ENGENHARIA QUÍMICA;5
2021;Campus Samambaia;FARMÁCIA;3
2021;Campus Samambaia;FARMÁCIA;4
2021;Campus Samambaia;FISIOTERAPIA;3
2021;Campus Samambaia;FISIOTERAPIA;4
2021;Campus Samambaia;FISIOTERAPIA;5
2021;Campus Samambaia;FONOAUDIOLOGIA;3
2021;Campus Samambaia;FONOAUDIOLOGIA;4
2021;Campus Samambaia;MEDICINA;2
2021;Campus Samambaia;MEDICINA;3
2021;Campus Samambaia;MEDICINA;4
2021;Campus Samambaia;MEDICINA VETERINÁRIA;2
2021;Campus Samambaia;MEDICINA VETERINÁRIA;3
2021;Campus Samambaia;MEDICINA VETERINÁRIA;4
2021;Campus Samambaia;MEDICINA VETERINÁRIA;5
2021;Campus Samambaia;NUTRIÇÃO;3
2021;Campus Samambaia;NUTRIÇÃO;4
2021;Campus Samambaia;NUTRIÇÃO;5
2021;Campus Samambaia;ODONTOLOGIA;3
2021;Campus Samambaia;ODONTOLOGIA;4
2021;Campus Samambaia;ODONTOLOGIA;5
2021;Campus Samambaia;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Samambaia;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Samambaia;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Samambaia;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Samambaia;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Samambaia;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Samambaia;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Samambaia;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Samambaia;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Samambaia;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Samambaia;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Samambaia;ZOOTECNIA;2
2021;Campus Samambaia;ZOOTECNIA;3
2021;Campus Samambaia;ZOOTECNIA;4
2021;Campus Samambaia;ZOOTECNIA;5
2021;Campus Santa Cruz;AGRONOMIA;2
2021;Campus Santa Cruz;AGRONOMIA;3
2021;Campus Santa Cruz;AGRONOMIA;4
2021;Campus Santa Cruz;AGRONOMIA;5
2021;Campus Santa Cruz;ARQUITETURA E URBANISMO;3
2021;Campus Santa Cruz;ARQUITETURA E URBANISMO;4
2021;Campus Santa Cruz;ARQUITETURA E URBANISMO;5
2021;Campus Santa Cruz;BIOMEDICINA;3
2021;Campus Santa Cruz;BIOMEDICINA;4
2021;Campus Santa Cruz;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Santa Cruz;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Santa Cruz;ENFERMAGEM;0
2021;Campus Santa Cruz;ENFERMAGEM;3
2021;Campus Santa Cruz;ENFERMAGEM;4
2021;Campus Santa Cruz;ENFERMAGEM;5
2021;Campus Santa Cruz;ENGENHARIA AMBIENTAL;0
2021;Campus Santa Cruz;ENGENHARIA AMBIENTAL;3
2021;Campus Santa Cruz;ENGENHARIA AMBIENTAL;4
2021;Campus Santa Cruz;ENGENHARIA AMBIENTAL;5
2021;Campus Santa Cruz;ENGENHARIA CIVIL;3
2021;Campus Santa Cruz;ENGENHARIA CIVIL;4
2021;Campus Santa Cruz;ENGENHARIA CIVIL;5
2021;Campus Santa Cruz;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Santa Cruz;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Santa Cruz;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Santa Cruz;ENGENHARIA DE ALIMENTOS;3
2021;Campus Santa Cruz;ENGENHARIA DE ALIMENTOS;4
2021;Campus Santa Cruz;ENGENHARIA DE ALIMENTOS;5
2021;Campus Santa Cruz;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Santa Cruz;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Santa Cruz;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Santa Cruz;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Santa Cruz;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Santa Cruz;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Santa Cruz;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Santa Cruz;ENGENHARIA ELÉTRICA;0
2021;Campus Santa Cruz;ENGENHARIA ELÉTRICA;3
2021;Campus Santa Cruz;ENGENHARIA ELÉTRICA;4
2021;Campus Santa Cruz;ENGENHARIA ELÉTRICA;5
2021;Campus Santa Cruz;ENGENHARIA FLORESTAL;2
2021;Campus Santa Cruz;ENGENHARIA FLORESTAL;3
2021;Campus Santa Cruz;ENGENHARIA FLORESTAL;4
2021;Campus Santa Cruz;ENGENHARIA FLORESTAL;5
2021;Campus Santa Cruz;ENGENHARIA MECÂNICA;2
2021;Campus Santa Cruz;ENGENHARIA MECÂNICA;3
2021;Campus Santa Cruz;ENGENHARIA MECÂNICA;4
2021;Campus Santa Cruz;ENGENHARIA MECÂNICA;5
2021;Campus Santa Cruz;ENGENHARIA QUÍMICA;3
2021;Campus Santa Cruz;ENGENHARIA QUÍMICA;4
2021;Campus Santa Cruz;ENGENHARIA QUÍMICA;5
2021;Campus Santa Cruz;FARMÁCIA;3
2021;Campus Santa Cruz;FARMÁCIA;4
2021;Campus Santa Cruz;FISIOTERAPIA;3
2021;Campus Santa Cruz;FISIOTERAPIA;4
2021;Campus Santa Cruz;FISIOTERAPIA;5
2021;Campus Santa Cruz;FONOAUDIOLOGIA;3
2021;Campus Santa Cruz;FONOAUDIOLOGIA;4
2021;Campus Santa Cruz;MEDICINA;2
2021;Campus Santa Cruz;MEDICINA;3
2021;Campus Santa Cruz;MEDICINA;4
2021;Campus Santa Cruz;MEDICINA VETERINÁRIA;2
2021;Campus Santa Cruz;MEDICINA VETERINÁRIA;3
2021;Campus Santa Cruz;MEDICINA VETERINÁRIA;4
2021;Campus Santa Cruz;MEDICINA VETERINÁRIA;5
2021;Campus Santa Cruz;NUTRIÇÃO;3
2021;Campus Santa Cruz;NUTRIÇÃO;4
2021;Campus Santa Cruz;NUTRIÇÃO;5
2021;Campus Santa Cruz;ODONTOLOGIA;3
2021;Campus Santa Cruz;ODONTOLOGIA;4
2021;Campus Santa Cruz;ODONTOLOGIA;5
2021;Campus Santa Cruz;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Santa Cruz;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Santa Cruz;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Santa Cruz;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Santa Cruz;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Santa Cruz;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Santa Cruz;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Santa Cruz;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Santa Cruz;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Santa Cruz;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Santa Cruz;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Santa Cruz;ZOOTECNIA;2
2021;Campus Santa Cruz;ZOOTECNIA;3
2021;Campus Santa Cruz;ZOOTECNIA;4
2021;Campus Santa Cruz;ZOOTECNIA;5
2021;Campus Santa Inês;AGRONOMIA;2
2021;Campus Santa Inês;AGRONOMIA;3
2021;Campus Santa Inês;AGRONOMIA;4
2021;Campus Santa Inês;AGRONOMIA;5
2021;Campus Santa Inês;ARQUITETURA E URBANISMO;3
2021;Campus Santa Inês;ARQUITETURA E URBANISMO;4
2021;Campus Santa Inês;ARQUITETURA E URBANISMO;5
2021;Campus Santa Inês;BIOMEDICINA;3
2021;Campus Santa Inês;BIOMEDICINA;4
2021;Campus Santa Inês;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Santa Inês;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Santa Inês;ENFERMAGEM;0
2021;Campus Santa Inês;ENFERMAGEM;3
2021;Campus Santa Inês;ENFERMAGEM;4
2021;Campus Santa Inês;ENFERMAGEM;5
2021;Campus Santa Inês;ENGENHARIA AMBIENTAL;0
2021;Campus Santa Inês;ENGENHARIA AMBIENTAL;3
2021;Campus Santa Inês;ENGENHARIA AMBIENTAL;4
2021;Campus Santa Inês;ENGENHARIA AMBIENTAL;5
2021;Campus Santa Inês;ENGENHARIA CIVIL;3
2021;Campus Santa Inês;ENGENHARIA CIVIL;4
2021;Campus Santa Inês;ENGENHARIA CIVIL;5
2021;Campus Santa Inês;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Santa Inês;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Santa Inês;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Santa Inês;ENGENHARIA DE ALIMENTOS;3
2021;Campus Santa Inês;ENGENHARIA DE ALIMENTOS;4
2021;Campus Santa Inês;ENGENHARIA DE ALIMENTOS;5
2021;Campus Santa Inês;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Santa Inês;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Santa Inês;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Santa Inês;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Santa Inês;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Santa Inês;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Santa Inês;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Santa Inês;ENGENHARIA ELÉTRICA;0
2021;Campus Santa Inês;ENGENHARIA ELÉTRICA;3
2021;Campus Santa Inês;ENGENHARIA ELÉTRICA;4
2021;Campus Santa Inês;ENGENHARIA ELÉTRICA;5
2021;Campus Santa Inês;ENGENHARIA FLORESTAL;2
2021;Campus Santa Inês;ENGENHARIA FLORESTAL;3
2021;Campus Santa Inês;ENGENHARIA FLORESTAL;4
2021;Campus Santa Inês;ENGENHARIA FLORESTAL;5
2021;Campus Santa Inês;ENGENHARIA MECÂNICA;2
2021;Campus Santa Inês;ENGENHARIA MECÂNICA;3
2021;Campus Santa Inês;ENGENHARIA MECÂNICA;4
2021;Campus Santa Inês;ENGENHARIA MECÂNICA;5
2021;Campus Santa Inês;ENGENHARIA QUÍMICA;3
2021;Campus Santa Inês;ENGENHARIA QUÍMICA;4
2021;Campus Santa Inês;ENGENHARIA QUÍMICA;5
2021;Campus Santa Inês;FARMÁCIA;3
2021;Campus Santa Inês;FARMÁCIA;4
2021;Campus Santa Inês;FISIOTERAPIA;3
2021;Campus Santa Inês;FISIOTERAPIA;4
2021;Campus Santa Inês;FISIOTERAPIA;5
2021;Campus Santa Inês;FONOAUDIOLOGIA;3
2021;Campus Santa Inês;FONOAUDIOLOGIA;4
2021;Campus Santa Inês;MEDICINA;2
2021;Campus Santa Inês;MEDICINA;3
2021;Campus Santa Inês;MEDICINA;4
2021;Campus Santa Inês;MEDICINA VETERINÁRIA;2
2021;Campus Santa Inês;MEDICINA VETERINÁRIA;3
2021;Campus Santa Inês;MEDICINA VETERINÁRIA;4
2021;Campus Santa Inês;MEDICINA VETERINÁRIA;5
2021;Campus Santa Inês;NUTRIÇÃO;3
2021;Campus Santa Inês;NUTRIÇÃO;4
2021;Campus Santa Inês;NUTRIÇÃO;5
2021;Campus Santa Inês;ODONTOLOGIA;3
2021;Campus Santa Inês;ODONTOLOGIA;4
2021;Campus Santa Inês;ODONTOLOGIA;5
2021;Campus Santa Inês;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Santa Inês;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Santa Inês;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Santa Inês;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Santa Inês;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Santa Inês;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Santa Inês;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Santa Inês;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Santa Inês;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Santa Inês;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Santa Inês;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Santa Inês;ZOOTECNIA;2
2021;Campus Santa Inês;ZOOTECNIA;3
2021;Campus Santa Inês;ZOOTECNIA;4
2021;Campus Santa Inês;ZOOTECNIA;5
2021;Campus Santa Luzia;AGRONOMIA;2
2021;Campus Santa Luzia;AGRONOMIA;3
